
 Training with LR: 0.001, Batch Size: 32, Optimizer: SGD, Activation: ReLU
Epoch,Train Loss,Train Accuracy,Train Precision,Train Recall
1,1.9779001412184343,32.003772860979666,0.4645576862391801,0.2179371585088184
2,1.1789240145317428,66.05064586264227,0.6841345245266605,0.5925722559603747
3,0.874503268594937,75.07353881570533,0.7502841860427216,0.7104288512618637
4,0.7653492614283891,77.95913799718635,0.7758741048148371,0.7476512741268493
5,0.7100828408890063,79.3148100780151,0.7883030939779594,0.7649843628901541
6,0.6720421895118016,80.41149763396854,0.798363131996651,0.7790046775370032
7,0.6473648113058046,81.01899219849086,0.8050809280685651,0.7862327555055791
8,0.6260546959727011,81.72880163703799,0.8111572234998515,0.7946228217780996
9,0.6090538461647376,82.1028903951912,0.8156534095078125,0.7991200383248153
10,0.5946859160195226,82.62405678475508,0.8197845570884625,0.8053628570458471
11,0.5815452570005146,83.05090164982735,0.8237202876419106,0.8098521092656121
12,0.5721877118434443,83.1468218442256,0.8247359848168783,0.8113053697520252
13,0.5620293081797603,83.4137997186341,0.8274717772342737,0.8149307636825703
14,0.5544356501163424,83.71434966108198,0.8309332217825677,0.8180546035649858
15,0.545132845792624,84.03887965212942,0.833884368088316,0.821888705123796
16,0.5370514531688921,84.31704821588438,0.837180459524364,0.8247567720894106
17,0.5310924050448191,84.40337639084282,0.8379992468960881,0.8258120841909934
18,0.5249065171650913,84.64637421665174,0.8401188636966967,0.8289484752602618
19,0.5181978623466114,84.82862258600844,0.8421466976627597,0.8307112185795951
20,0.5116706519404336,85.0524363729377,0.8446765710635942,0.8335700854504638
21,0.5085165901790799,85.0220616447116,0.8436873977438125,0.8329932215764151
22,0.5025577771541713,85.18992198490855,0.845520423827496,0.8345165406177026
23,0.49825342504493414,85.31461823762629,0.8464786335434958,0.8370088715172624
24,0.49426046866742546,85.38016370379844,0.8479191072694665,0.8372330841400689
25,0.48837285118029855,85.58958946156797,0.8492342486557674,0.8393874435844999
26,0.4850749751605341,85.69030566568615,0.8509135071698649,0.8412532129090937
27,0.48158639047456825,85.74625911241847,0.8511625060363949,0.8413818303340369
28,0.4784631780155784,85.89813275354905,0.8529385881030063,0.8431495372717995
29,0.4758640155310521,85.96527688962783,0.8532749567374743,0.8438851870984487
30,0.4714150760256116,86.12993989001151,0.8552123815768636,0.8459902515378067
31,0.46753784824743905,86.21466939506331,0.856218779968725,0.8466988144346231
32,0.46408918070061433,86.40171377413992,0.8584581700507912,0.8491959469532683
33,0.4599597155018841,86.50882465788465,0.85894962051674,0.8497487108088452
34,0.4596632179434952,86.40650978385983,0.8576023139562278,0.8492000891067011
35,0.45595194739682593,86.5407980560174,0.8590021499294638,0.8506627505532455
36,0.45273830795760656,86.68947435733469,0.8609605907922543,0.8522724901414065
37,0.45086026889512604,86.64950760966875,0.8605927514909254,0.851520173280244
38,0.447355378485854,86.83495331883873,0.8625251141170894,0.853908677482171
39,0.4441552087131059,86.82216395958562,0.8626677365076361,0.8537428764240536
40,0.44320522953406016,86.95805090164983,0.863752011979608,0.854941559650275
41,0.4400479890920622,87.10352986315387,0.8651412414957015,0.8567865699380601
42,0.4369688116947708,87.09553651362066,0.8649216282223662,0.8569059434646846
43,0.4354490179501836,87.13390459137997,0.8659960617552223,0.8571253683643778
44,0.4333578962270561,87.26019951400434,0.8667095178183832,0.8585072175913078

 Training with LR: 0.001, Batch Size: 32, Optimizer: SGD, Activation: LeakyReLU
Epoch,Train Loss,Train Accuracy,Train Precision,Train Recall
1,2.010295695965857,30.787185062028392,0.3714557504430634,0.19990845159786397
2,1.2479057598906709,63.448011254636135,0.6670202225109869,0.563201993706018
3,0.912942053442416,74.11593554162937,0.7453622455026079,0.6995584263075643
4,0.7905785918540662,77.27330860723877,0.7716599926227419,0.7398342438150783
5,0.7242772457849644,79.1325617086584,0.788498995517233,0.7626583362612154
6,0.6825676256585914,80.23084793451848,0.798931199319982,0.7761596874133665
7,0.6556334602177295,80.83514515922752,0.8027876768915425,0.782976441712892
8,0.6341698647383839,81.56094129684102,0.8095628380535856,0.7922418253694956
9,0.6159507928144596,82.05652896789871,0.8148292019425263,0.7982499082147663
10,0.5987916902889071,82.60807008568871,0.8205956049086842,0.8042970387663193
11,0.5851478634511723,82.98375751374856,0.823775533805468,0.8085020195335332
12,0.5752588236347184,83.18678859189154,0.8262001815119889,0.8117589583833315
13,0.5655847143372307,83.50012789359253,0.8292476037617196,0.8153712728786704
14,0.5565721977664077,83.77190177772094,0.831542728647203,0.8182168683226794
15,0.547988866120958,83.91578206931833,0.8333757048340695,0.820072925683033
16,0.5416288513089995,84.13320117662106,0.8348311286522838,0.8229155949642466
17,0.5343520562514624,84.43694845888221,0.8380261801535314,0.8255070274970183
18,0.5293518391030524,84.52967131346719,0.8382375396266915,0.827153062406148
19,0.5224807293633061,84.71831436245044,0.8410544381907563,0.8294607736627272
20,0.517501180775254,84.93253612993989,0.843556506241194,0.8316198864204205
21,0.5144750068026126,84.96610819797928,0.843623633678936,0.8322331159368176
22,0.5081522693300187,85.0940017905103,0.8448100534286169,0.8333981600722031
23,0.502676933615104,85.17713262565545,0.8452548551185368,0.8346141755222977
24,0.49926654933892245,85.30502621818647,0.8463680958106613,0.8365324326784703
25,0.4940885894057696,85.51764931576929,0.8488942472135443,0.8390813935820317

 Training with LR: 0.001, Batch Size: 32, Optimizer: SGD, Activation: ELU
Epoch,Train Loss,Train Accuracy,Train Precision,Train Recall
1,1.9043278091094074,35.669522956899854,0.42841290247109376,0.2561606481643617
2,1.1653769226330322,65.9451336488042,0.6820293168313614,0.5988490812021067
3,0.8919220553334717,74.56995779511446,0.7507756038625489,0.7077480004427738
4,0.7875936282870105,77.36443279191712,0.7739788639864427,0.7423380604704659
5,0.73403085313947,79.02704949482032,0.788902706406733,0.7619809786226877
6,0.6966919978561303,79.93829134160379,0.7966457911214123,0.7724180200028158
7,0.6707454682006251,80.81116511062795,0.8044754268077158,0.7830245147583172
8,0.65042094655354,81.50338918020206,0.8117442048187152,0.7910019403535522
9,0.6336422485844864,81.98938483181992,0.8154082736011399,0.7966704482351676
10,0.6198674298079727,82.35867758025323,0.8189070848684533,0.8011495333672446
11,0.6082665627874682,82.73596367821973,0.8221730447766632,0.8053999224824633
12,0.6000645306714051,82.82548919299143,0.8235524235551213,0.8069261792315944
13,0.5913929299320406,83.28111011638318,0.8282372700674239,0.8124059244261602
14,0.5834172928310416,83.53529863153855,0.8300693727411076,0.8150518224784118
15,0.5751524255098894,83.63281749584345,0.8308785158296181,0.8163495287648432
16,0.5686486358990145,83.99411689474357,0.8351116368662973,0.8202719468208951
17,0.5601801130091748,84.19714797288655,0.8366643215964473,0.8226917905143699
18,0.5572671499589216,84.21793068167285,0.8371101065428086,0.8227756980993657
19,0.549298084574892,84.34742294411049,0.8376688926133029,0.8243566196865283
20,0.546500334181749,84.52327663384065,0.8399030078436563,0.8269172953002549
21,0.542697347612942,84.6527688962783,0.840923510682118,0.828007553859955
22,0.5349787431985826,84.74229441105,0.8419839840848125,0.8285041474323818
23,0.5313672210859216,84.9501214989129,0.8438327411621482,0.8311906490652337
24,0.5282056681221099,85.03325233405806,0.8449207262326375,0.8325625347886687
25,0.5223265633520567,85.06202839237754,0.845403913028085,0.8327940905394401
26,0.5190557474446723,85.23308607238778,0.8468149245833072,0.8346898746069362
27,0.5156052238724725,85.35458498529223,0.8482809408869688,0.8359356632294765
28,0.5131218137872189,85.41053843202455,0.8489566437400905,0.8367245969990437
29,0.5076116103879021,85.56081340324849,0.8508591986321248,0.8384052186608336
30,0.5051577459439597,85.5943854712879,0.8502688433838126,0.8392466821621867

